name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,solar_system_name,planet_radius,pl_orbsmax,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_met,st_logg,sy_vmag,sy_kmag,sy_gaiamag,releasedate
464,HD 121504 b,136.0,1.51 Jupiters,7.517,2003,,,,,,,,,,,,,,,,,,
465,HD 12484 b,167.0,2.98 Jupiters,8.17,2016,GJ 1214,1.58040835,,,,,,,,0.0,3074.0,0.21,,5.04,15.1,8.782,13.0089,2015-10-22
466,HD 125390 b,503.0,22.16 Jupiters,8.206,2019,,,,,,,,,,,,,,,,,,
467,HD 125595 b,92.0,6.3566 Earths,9.03,2009,GJ 1214,1.58040465,,,,,0.0,,,0.0,3074.0,0.21,,5.04,15.1,8.782,13.0089,2015-10-15
468,HD 125612 b,188.0,3.1 Jupiters,8.31,2007,,,,,,,,,,,,,,,,,,
469,HD 125612 c,188.0,17.48065 Earths,8.31,2009,GJ 1214,1.58040417,,,,,,,604.0,0.0,3250.0,0.22,0.1,4.99,15.1,8.782,13.0089,2015-12-17
470,HD 125612 d,188.0,7.28 Jupiters,8.31,2009,,,,,,,,,,,,,,,,,,
471,HD 12648 b,597.0,1.96 Jupiters,6.98,2015,GJ 1214,1.58040482,,0.203,6.43,0.02,,,,0.0,,0.21,,4.99,15.1,8.782,13.0089,2014-10-29
472,HD 126525 b,123.0,0.237 Jupiters,7.847,2018,,,,,,,,,,,,,,,,,,
473,HD 126614 b,239.0,0.41 Jupiters,8.788,2009,GJ 1214,1.58040487,,0.244,6.37,0.02004,,,547.0,0.0,2949.0,0.21,,4.94,15.1,8.782,13.0089,2016-01-28
474,HD 12661 b,124.0,2.43 Jupiters,7.425,2000,,,,,,,,,,,,,,,,,,
475,HD 12661 c,124.0,1.812 Jupiters,7.425,2002,GJ 1214,1.5804043,,0.233,,,,,,0.0,,0.2,,,15.1,8.782,13.0089,2015-12-17
476,HD 128311 b,54.0,1.769 Jupiters,7.51,2002,,,,,,,,,,,,,,,,,,
477,HD 128311 c,54.0,3.789 Jupiters,7.51,2005,GJ 1214,1.58040481,,,,,,,,0.0,3000.0,,,5.0,15.1,8.782,13.0089,2015-10-15
478,HD 128356 b,85.0,0.89 Jupiters,8.29,2016,,,,,,,,,,,,,,,,,,
479,HD 129445 b,220.0,1.6 Jupiters,8.8,2009,GJ 1214,1.58040494,,,,,0.0,,,0.0,3074.0,0.21,,5.04,15.1,8.782,13.0089,2015-07-02
480,HD 130322 b,104.0,1.15 Jupiters,8.031,1999,,,,,,,,,,,,,,,,,,
481,HD 131496 b,432.0,1.8 Jupiters,7.8,2011,GJ 1214,1.58040482,,0.236,6.45,0.02,,,,0.0,3170.0,0.18,0.0,5.12,15.1,8.782,13.0089,2014-10-29
482,HD 131664 b,173.0,19.12 Jupiters,8.128,2008,,,,,,,,,,,,,,,,,,
483,HD 13167 b,488.0,3.31 Jupiters,8.34,2018,GJ 1214,1.5803925,,0.239,6.55,0.021,0.14,,555.0,0.0,3026.0,0.21,,4.99,15.1,8.782,13.0089,2016-01-28
484,HD 13189 b,1646.0,10.95 Jupiters,7.556,2005,,,,,,,,,,,,,,,,,,
485,HD 132406 b,231.0,5.38 Jupiters,8.467,2007,GJ 1214,1.5804049,,0.24,,,,,,0.0,,0.21,,,15.1,8.782,13.0089,2014-10-29
486,HD 132563 b,344.0,1.49 Jupiters,8.928,2011,,,,,,,,,,,,,,,,,,
487,HD 133131 A b,153.0,1.42 Jupiters,8.4,2016,GJ 1214,1.58040481,,,,,,,,0.0,3026.0,0.21,0.0,5.0,15.1,8.782,13.0089,2015-09-18
488,HD 133131 A c,153.0,0.42 Jupiters,8.4,2016,,,,,,,,,,,,,,,,,,
489,HD 133131 B b,153.0,2.5 Jupiters,8.42,2016,GJ 1214,,,,,,,,,0.0,3026.0,0.2,0.0,5.0,15.1,8.782,13.0089,2015-08-27
490,HD 134060 b,79.0,10.1 Earths,6.29,2019,,,,,,,,,,,,,,,,,,
491,HD 134060 c,79.0,29.29 Earths,6.29,2019,GJ 1252,0.518224,,,,,,,,0.0,3325.0,0.38,,4.89,12.68,7.915,11.2364,2020-12-18
492,HD 134987 b,85.0,1.61 Jupiters,6.45,1999,,,,,,,,,,,,,,,,,,
493,HD 134987 c,85.0,0.82 Jupiters,6.45,2009,GJ 143,35.589,0.1932,,30.63,0.09637,0.325,,,0.0,,0.73,,,8.08,5.375,7.67906,2019-02-14
494,HD 136352 b,48.0,4.81 Earths,5.65,2019,,,,,,,,,,,,,,,,,,
495,HD 136352 c,48.0,10.8 Earths,5.65,2019,GJ 143,35.613421,,,,,,4.12,396.0,0.0,4628.53,0.71,,4.32,8.08,5.375,7.67906,2021-06-12
496,HD 136352 d,48.0,8.58 Earths,5.65,2019,,,,,,,,,,,,,,,,,,
497,HD 136418 b,344.0,2.14 Jupiters,7.879,2009,GJ 15 A,11.4432,0.0732,,5.43487,0.0171,0.075,,,0.0,3742.67,0.38,-0.391,4.89,8.09,4.018,7.2162,2021-06-28
498,HD 13724 b,142.0,26.77 Jupiters,7.89,2019,,,,,,,,,,,,,,,,,,
499,HD 137388 b,132.0,0.2 Jupiters,8.696,2011,GJ 15 A,11.4433,0.0717,,5.35,0.01683,0.0,,550.0,0.0,3567.0,0.39,-0.32,4.9,8.09,4.018,7.2162,2019-10-10
500,HD 13908 b,260.0,0.865 Jupiters,7.508,2013,,,,,,,,,,,,,,,,,,
501,HD 13908 c,260.0,5.13 Jupiters,7.508,2013,GJ 179,2333.0,2.523,,239.00696,0.752,0.169,,,0.0,3411.78,0.38,0.183,4.87,11.963,6.942,10.7055,2021-06-28
502,HD 13931 b,155.0,2.2 Jupiters,7.597,2009,,,,,,,,,,,,,,,,,,
503,HD 139357 b,367.0,9.76 Jupiters,5.964,2008,GJ 180,17.38,0.103,,8.3,0.02611,0.11,,,0.0,3371.0,,,,10.914,6.598,9.93395,2019-10-10
504,HD 1397 b,260.0,0.415 Jupiters,7.781,2018,,,,,,,,,,,,,,,,,,
505,HD 14067 b,465.0,7.8 Jupiters,6.53,2014,GJ 229,471.0,0.97,,32.0,0.10068,0.1,,,0.0,3564.0,,,,8.15,4.166,7.30724,2019-10-10
506,HD 141399 b,118.0,0.451 Jupiters,7.2,2014,,,,,,,,,,,,,,,,,,
507,HD 141399 c,118.0,1.33 Jupiters,7.2,2014,GJ 317,692.9,0.95,,381.4,1.2,0.193,,,0.0,,,-0.23,,12.4,7.028,10.7539,2014-08-27
508,HD 141399 d,118.0,1.18 Jupiters,7.2,2014,,,,,,,,,,,,,,,,,,
509,HD 141399 e,118.0,0.66 Jupiters,7.2,2014,GJ 317,692.0,1.15,,794.5,2.5,0.11,,,0.0,3510.0,,0.36,,12.4,7.028,10.7539,2014-08-27
510,HD 141937 b,109.0,9.69 Jupiters,7.25,2002,,,,,,,,,,,,,,,,,,
511,HD 142022 A b,112.0,4.44 Jupiters,7.7,2005,GJ 317,695.36,1.18,,588.93604,1.853,0.098,,,0.0,3492.73,0.43,0.301,4.82,12.4,7.028,10.7539,2021-06-28
512,HD 142245 b,318.0,3.07 Jupiters,7.63,2011,,,,,,,,,,,,,,,,,,
513,HD 142415 b,116.0,1.67 Jupiters,7.327,2003,GJ 317,7500.0,5.78,,531.72692,1.673,0.25,,,0.0,3492.73,0.43,0.301,4.82,12.4,7.028,10.7539,2021-06-28
514,HD 142 b,85.0,1.25 Jupiters,5.7,2001,,,,,,,,,,,,,,,,,,
515,HD 142 c,85.0,5.3 Jupiters,5.7,2012,GJ 317,10000.0,25.0,,635.66,2.0,0.81,,,0.0,3510.0,,0.36,,12.4,7.028,10.7539,2018-12-06
516,HD 143105 b,159.0,1.21 Jupiters,6.75,2016,,,,,,,,,,,,,,,,,,
517,HD 143361 b,224.0,3.532 Jupiters,9.2,2008,GJ 317,5312.0,,,489.4582,1.54,0.308,,,0.0,,,,,12.4,7.028,10.7539,2018-11-29
518,HD 145377 b,175.0,6.02 Jupiters,8.095,2008,,,,,,,,,,,,,,,,,,
519,HD 145457 b,443.0,2.23 Jupiters,6.566,2010,GJ 3293,30.6,0.1434,,25.72,0.081,0.07,,,0.0,3466.0,0.4,0.02,,11.945,7.486,10.9788,2014-12-03
520,HD 145934 b,748.0,2.28 Jupiters,8.5,2015,,,,,,,,,,,,,,,,,,
521,HD 1461 b,77.0,6.44 Earths,6.47,2010,GJ 3293,123.75,0.364,,25.72,0.081,0.33,,,0.0,3466.0,0.4,0.02,,11.945,7.486,10.9788,2014-12-03
522,HD 1461 c,77.0,5.59 Earths,6.47,2015,,,,,,,,,,,,,,,,,,
523,HD 147018 b,140.0,2.12 Jupiters,8.3,2009,GJ 3470,3.336665,,,,,,,,0.0,3552.0,0.5,,4.74,12.332,7.989,11.3537,2016-09-08
524,HD 147018 c,140.0,6.56 Jupiters,8.3,2009,,,,,,,,,,,,,,,,,,
525,HD 147379 b,35.0,28.55 Earths,8.896,2017,GJ 3470,3.336649,,,,,,,,0.0,3552.0,0.5,,4.74,12.332,7.989,11.3537,2016-09-08
526,HD 147513 b,42.0,1.21 Jupiters,5.39,2003,,,,,,,,,,,,,,,,,,
527,HD 147873 b,357.0,5.14 Jupiters,7.96,2016,GJ 3470,3.336649,,0.346,12.58,0.03958,0.114,,615.0,0.0,3652.0,0.48,0.2,4.66,12.332,7.989,11.3537,2020-05-07
528,HD 147873 c,357.0,2.3 Jupiters,7.96,2016,,,,,,,,,,,,,,,,,,
529,HD 14787 b,390.0,1.121 Jupiters,7.63,2018,GJ 3470,3.33665,0.03557,0.431,13.9,0.04373,,,,0.0,3600.0,0.57,0.2,4.66,12.332,7.989,11.3537,2016-09-08
530,HD 148156 b,187.0,0.85 Jupiters,7.689,2009,,,,,,,,,,,,,,,,,,
531,HD 148164 b,252.0,1.23 Jupiters,8.23,2018,GJ 3470,3.336649,0.03596,0.385,14.1,0.04436,,,,0.0,,0.53,,4.74,12.332,7.989,11.3537,2016-09-08
532,HD 148164 c,252.0,5.16 Jupiters,8.23,2018,,,,,,,,,,,,,,,,,,
533,HD 148284 b,397.0,33.7 Jupiters,9.01,2018,GJ 3470,3.33714,0.0348,0.37,14.0,0.044,0.051,,615.0,0.0,3600.0,0.5,,,12.332,7.989,11.3537,2014-05-14
534,HD 148427 b,233.0,1.3 Jupiters,6.895,2009,,,,,,,,,,,,,,,,,,
535,HD 149026 b,248.0,0.38 Jupiters,8.15,2005,GJ 3470,3.3366413,,,,,,,,0.0,3552.0,0.5,,4.74,12.332,7.989,11.3537,2016-09-08
536,HD 149143 b,240.0,1.33 Jupiters,7.89,2005,,,,,,,,,,,,,,,,,,
537,HD 1502 b,626.0,2.75 Jupiters,8.36,2011,GJ 3470,3.3366487,0.031,0.346,13.73,0.043,0.017,,604.0,0.0,3652.0,0.48,0.18,4.78,12.332,7.989,11.3537,2014-07-23
538,HD 150706 b,92.0,2.71 Jupiters,7.02,2012,,,,,,,,,,,,,,,,,,
539,HD 152079 b,287.0,2.661 Jupiters,9.182,2009,GJ 3473,1.198058,,,,,,58.26,705.0,0.0,3332.0,0.35,,4.92,13.74,8.829001,12.465,2021-03-11
540,HD 152581 b,543.0,1.869 Jupiters,8.38,2011,,,,,,,,,,,,,,,,,,
541,HD 15337 b,146.0,7.51 Earths,9.088,2019,GJ 357,3.930792,,,,,,14.01,493.0,0.0,3505.0,0.36,,4.91,10.91,6.475,9.88036,2021-06-11
542,HD 15337 c,146.0,8.11 Earths,9.088,2019,,,,,,,,,,,,,,,,,,
543,HD 153950 b,158.0,2.95 Jupiters,7.39,2008,GJ 411,12.9532,0.0785,,2.99,0.00941,0.22,,350.0,0.0,3563.0,0.39,-0.38,,7.49,3.501,,2019-03-05
544,HD 154345 b,60.0,0.82 Jupiters,6.76,2006,,,,,,,,,,,,,,,,,,
545,HD 154672 b,206.0,5.37 Jupiters,8.21,2008,GJ 411,12.9382,0.07892,,2.80325,0.00882,0.095,,,0.0,3719.95,0.37,-0.361,4.9,7.49,3.501,,2021-06-28
546,HD 154857 b,207.0,2.45 Jupiters,7.238,2004,,,,,,,,,,,,,,,,,,
547,HD 154857 c,207.0,2.58 Jupiters,7.238,2014,GJ 414 A,51.625,0.2403,,10.23407,0.0322,0.28,,,0.0,4205.93,0.67,0.243,4.62,8.31,4.979,7.72808,2021-06-28
548,HD 155233 b,245.0,2.6 Jupiters,6.818,2015,,,,,,,,,,,,,,,,,,
549,HD 155358 b,142.0,0.99 Jupiters,7.27,2007,GJ 414 A,744.7,1.424,,58.48043,0.184,0.185,,,0.0,4205.93,0.67,0.243,4.62,8.31,4.979,7.72808,2021-06-28
550,HD 155358 c,142.0,0.82 Jupiters,7.27,2007,,,,,,,,,,,,,,,,,,
551,HD 156279 b,118.0,9.88 Jupiters,8.1,2011,GJ 422,26.161,0.119,,9.9,0.03115,0.05,,,0.0,3323.0,,,,11.66,7.035,10.4771,2019-10-10
552,HD 156279 c,118.0,8.6 Jupiters,8.1,2018,,,,,,,,,,,,,,,,,,
553,HD 156411 b,186.0,0.74 Jupiters,6.673,2009,GJ 433,7.3709,0.058,,5.79,0.018,0.08,,,0.0,3600.0,,-0.22,,9.81,5.623,8.89138,2014-05-14
554,HD 156668 b,79.0,4.15 Earths,8.42,2010,,,,,,,,,,,,,,,,,,
555,HD 156846 b,156.0,10.67 Jupiters,6.506,2007,GJ 433,7.3697,0.06,,5.3,0.01668,0.05,,,0.0,3472.0,,,,9.81,5.623,8.89138,2019-10-10
556,HD 158038 b,310.0,1.53 Jupiters,7.64,2011,,,,,,,,,,,,,,,,,,
557,HD 158259 b,88.0,2.22 Earths,6.46,2020,GJ 433,7.3709,0.06,,6.3566,0.02,0.08,,,0.0,3461.0,0.5,-0.17,4.81,9.81,5.623,8.89138,2018-09-06
558,HD 158259 c,88.0,5.6 Earths,6.46,2020,,,,,,,,,,,,,,,,,,
559,HD 158259 d,88.0,5.41 Earths,6.46,2020,GJ 433,3400.0,3.6,,45.0,0.14159,0.08,,,0.0,3472.0,,,,9.81,5.623,8.89138,2019-10-10
560,HD 158259 e,88.0,6.08 Earths,6.46,2020,,,,,,,,,,,,,,,,,,
561,HD 158259 f,88.0,6.14 Earths,6.46,2020,GJ 436,2.64386,0.02872,0.37,23.1,0.073,,,,0.0,,0.45,,,10.67,6.073,9.57148,2014-09-18
562,HD 158996 b,933.0,14 Jupiters,5.706,2018,,,,,,,,,,,,,,,,,,
563,HD 159243 b,240.0,1.13 Jupiters,8.646,2013,GJ 436,2.6,0.029,0.38,23.201,0.073,0.2,,650.0,0.0,,,,,10.67,6.073,9.57148,2015-02-12
564,HD 159243 c,240.0,1.9 Jupiters,8.646,2013,,,,,,,,,,,,,,,,,,
565,HD 159868 b,182.0,2.218 Jupiters,7.24,2006,GJ 436,2.643859,0.0278,,21.6751,0.0682,0.145,,,0.0,3456.0,0.43,,4.8,10.67,6.073,9.57148,2015-01-22
566,HD 159868 c,182.0,0.768 Jupiters,7.24,2012,,,,,,,,,,,,,,,,,,
567,HD 1605 b,290.0,0.934 Jupiters,7.52,2015,GJ 436,2.6438904,,0.36,,,,,,0.0,3500.0,0.45,0.0,5.0,10.67,6.073,9.57148,2015-10-15
568,HD 1605 c,290.0,3.62 Jupiters,7.52,2015,,,,,,,,,,,,,,,,,,
569,HD 160691 b,51.0,1.676 Jupiters,5.15,2000,GJ 436,2.64389846,,,,,,,,0.0,3456.0,0.43,,4.8,10.67,6.073,9.57148,2015-04-24
570,HD 160691 c,51.0,1.814 Jupiters,5.15,2004,,,,,,,,,,,,,,,,,,
571,HD 160691 d,51.0,10.5547 Earths,5.15,2004,GJ 436,2.64389803,0.0308,0.366,25.4,0.08,0.1616,,,0.0,3416.0,0.46,0.02,4.84,10.67,6.073,9.57148,2014-09-18
572,HD 160691 e,51.0,0.5219 Jupiters,5.15,2006,,,,,,,,,,,,,,,,,,
573,HD 16141 b,123.0,0.26 Jupiters,6.83,2000,GJ 436,2.64389788,0.03109,0.374,23.13802,0.0728,0.15,,686.0,0.0,3350.0,,-0.15,4.43,10.67,6.073,9.57148,2016-03-31
574,HD 16175 b,196.0,5.1 Jupiters,7.282,2009,,,,,,,,,,,,,,,,,,
575,HD 162020 b,101.0,9.84 Jupiters,9.1,2002,GJ 436,2.6438979,0.0287,0.353,,,,,,0.0,3585.0,0.44,,4.84,10.67,6.073,9.57148,2015-10-15
576,HD 163607 b,222.0,0.7836 Jupiters,8.0,2010,,,,,,,,,,,,,,,,,,
577,HD 163607 c,222.0,2.201 Jupiters,8.0,2010,GJ 436,2.64389524,0.02887,0.365,23.42407,0.0737,,,669.0,0.0,3500.0,0.45,-0.03,4.79,10.67,6.073,9.57148,2016-01-14
578,HD 16417 b,83.0,22.1 Earths,5.78,2008,,,,,,,,,,,,,,,,,,
579,HD 164509 b,174.0,0.443 Jupiters,8.1,2010,GJ 436,2.6438986,,,,,,,,0.0,3500.0,,0.0,4.5,10.67,6.073,9.57148,2016-09-08
580,HD 164595 b,92.0,16.14 Earths,7.1,2015,,,,,,,,,,,,,,,,,,
581,HD 164604 b,129.0,1.99792 Jupiters,9.7,2009,GJ 436,2.64389803,,,25.4,0.07992,0.1616,,,0.0,3479.0,0.45,,,10.67,6.073,9.57148,2019-10-24
582,HD 164922 b,72.0,0.36497 Jupiters,6.99,2005,,,,,,,,,,,,,,,,,,
583,HD 164922 c,72.0,13 Earths,6.99,2016,GJ 436,2.64385,0.02872,0.377,23.1688,0.0729,,,649.0,0.0,3350.0,0.46,-0.03,4.84,10.67,6.073,9.57148,2014-09-18
584,HD 164922 d,72.0,4 Earths,6.99,2020,,,,,,,,,,,,,,,,,,
585,HD 165155 b,207.0,2.89 Jupiters,9.36,2016,GJ 436,2.644,0.028,,21.36,0.06721,0.152,,,0.0,3456.0,0.43,,4.8,10.67,6.073,9.57148,2017-10-19
586,HD 1666 b,386.0,6.43 Jupiters,8.17,2015,,,,,,,,,,,,,,,,,,
587,HD 166724 b,147.0,3.53 Jupiters,9.344,2012,GJ 436,2.643943,0.0278,,21.3891,0.0673,0.207,,,0.0,3456.0,0.43,,4.8,10.67,6.073,9.57148,2014-09-18
588,HD 167042 b,162.0,1.7 Jupiters,5.94,2007,,,,,,,,,,,,,,,,,,
589,HD 168443 b,129.0,7.659 Jupiters,6.917,1998,GJ 436,2.6441,0.0278,,21.294,0.067,0.12,,,0.0,,,,,10.67,6.073,9.57148,2014-09-18
590,HD 168443 c,129.0,17.193 Jupiters,6.917,2000,,,,,,,,,,,,,,,,,,
591,HD 168746 b,136.0,0.27 Jupiters,7.946,2002,GJ 436,2.64385,0.0285,,22.6603,0.0713,0.16,,,0.0,3350.0,,-0.03,,10.67,6.073,9.57148,2014-09-18
592,HD 1690 b,2510.0,8.79 Jupiters,9.17,2010,,,,,,,,,,,,,,,,,,
593,HD 169830 b,123.0,2.88 Jupiters,5.902,2000,GJ 436,2.643892,0.02849,,21.23094,0.0668,0.145,,,0.0,3586.11,0.42,0.099,4.84,10.67,6.073,9.57148,2021-06-28
594,HD 169830 c,123.0,4.04 Jupiters,5.902,2003,,,,,,,,,,,,,,,,,,
595,HD 170469 b,197.0,0.66 Jupiters,8.21,2007,GJ 436,,,,21.67601,0.0682,0.1495,,,0.0,,,-0.03,,10.67,6.073,9.57148,2015-10-15
596,HD 17092 b,750.0,10.13 Jupiters,7.732,2007,,,,,,,,,,,,,,,,,,
597,HD 171028 b,365.0,2.62 Jupiters,8.31,2007,GJ 486,1.467126,,,,,,39.49,639.0,0.0,3297.0,0.33,,4.89,11.39,6.362,10.094,2021-03-09
598,HD 171238 b,146.0,2.72 Jupiters,8.61,2009,,,,,,,,,,,,,,,,,,
599,HD 17156 b,255.0,3.51 Jupiters,8.172,2007,GJ 536,8.708,0.067,,6.52,0.02051,0.119,,,0.0,3674.0,0.51,,4.73,9.71,5.683,8.85881,2017-10-19
600,HD 173416 b,433.0,2.7 Jupiters,6.057,2008,,,,,,,,,,,,,,,,,,
601,HD 175167 b,232.0,8.97 Jupiters,8.01,2009,GJ 581,5.366,0.041,,16.6,0.05223,0.0,,,0.0,,0.29,-0.25,,10.57,5.837,9.411,2016-11-03
602,HD 175541 b,424.0,0.598 Jupiters,8.02,2007,,,,,,,,,,,,,,,,,,
603,HD 175607 b,132.0,8.98 Earths,8.61,2015,GJ 581,5.36879,0.04099,,16.24103,0.0511,0.02,,,0.0,3490.39,0.32,-0.088,4.94,10.57,5.837,9.411,2021-06-28
604,HD 17674 b,145.0,0.87 Jupiters,7.56,2017,,,,,,,,,,,,,,,,,,
605,HD 176986 b,91.0,5.74 Earths,8.42,2017,GJ 581,5.36841,0.040616,,15.6,0.04908,0.0,,,0.0,,0.29,,,10.57,5.837,9.411,2016-12-01
606,HD 176986 c,91.0,9.18 Earths,8.42,2017,,,,,,,,,,,,,,,,,,
607,HD 177565 b,55.0,15.1 Earths,6.16,2017,GJ 581,5.36874,0.04,,15.65,0.049,0.0,,,0.0,,,,,10.57,5.837,9.411,2014-05-14
608,HD 177830 b,205.0,1.69 Jupiters,7.177,1999,,,,,,,,,,,,,,,,,,
609,HD 177830 c,205.0,0.15 Jupiters,7.177,2010,GJ 581,5.368,0.041,,15.2,0.04782,0.022,,,0.0,3396.0,0.33,,4.89,10.57,5.837,9.411,2017-10-19
610,HD 178911 B b,134.0,8.03 Jupiters,7.792,2001,,,,,,,,,,,,,,,,,,
611,HD 179079 b,228.0,25.74423 Earths,7.95,2008,GJ 581,12.9191,0.072993,,5.6,0.01762,0.0,,,0.0,,0.29,,,10.57,5.837,9.411,2016-12-01
612,HD 179949 b,90.0,0.916 Jupiters,6.25,2000,,,,,,,,,,,,,,,,,,
613,HD 180053 b,449.0,2.194 Jupiters,7.93,2018,GJ 581,12.9144,0.07359,,5.05347,0.0159,0.12,,,0.0,3490.39,0.32,-0.088,4.94,10.57,5.837,9.411,2021-06-28
614,HD 18015 b,405.0,3.18 Jupiters,7.89,2018,,,,,,,,,,,,,,,,,,
615,HD 180314 b,401.0,20.13 Jupiters,6.608,2010,GJ 581,12.9292,0.07,,5.36,0.017,0.17,,,0.0,,,,,10.57,5.837,9.411,2014-05-14
616,HD 180617 b,19.0,12.2 Earths,9.12,2018,,,,,,,,,,,,,,,,,,
617,HD 180902 b,342.0,1.685 Jupiters,7.78,2009,GJ 581,12.919,0.074,,5.652,0.01778,0.087,,,0.0,3396.0,0.33,,4.89,10.57,5.837,9.411,2017-10-19
618,HD 181234 b,156.0,8.37 Jupiters,8.59,2019,,,,,,,,,,,,,,,,,,
619,HD 181342 b,394.0,2.54 Jupiters,7.55,2009,GJ 581,3.14942,0.03,,1.94,0.006,0.0,,,0.0,,,,,10.57,5.837,9.411,2014-05-14
620,HD 181433 b,88.0,6.3566 Earths,8.4,2008,,,,,,,,,,,,,,,,,,
621,HD 181433 c,88.0,0.64 Jupiters,8.4,2008,GJ 581,3.153,0.029,,1.657,0.00521,0.125,,,0.0,3396.0,0.33,,4.89,10.57,5.837,9.411,2017-10-19
622,HD 181433 d,88.0,0.54 Jupiters,8.4,2008,,,,,,,,,,,,,,,,,,
623,HD 181720 b,197.0,0.4 Jupiters,7.849,2009,GJ 581,3.14867,0.028453,,1.7,0.00535,0.0,,,0.0,,0.29,,,10.57,5.837,9.411,2016-12-01
624,HD 183263 b,177.0,3.95 Jupiters,7.861,2004,,,,,,,,,,,,,,,,,,
625,HD 183263 c,177.0,3.57 Jupiters,7.861,2008,GJ 649,604.8,1.1325,,87.40281,0.275,0.17,,,0.0,3807.22,0.5,0.044,4.76,9.7,5.624,8.81875,2021-06-28
626,HD 185269 b,170.0,1.01 Jupiters,6.67,2006,,,,,,,,,,,,,,,,,,
627,HD 187085 b,150.0,0.836 Jupiters,7.225,2006,GJ 667 C,7.20066,0.049,,5.68,0.01789,0.172,,,0.0,,,,,10.602,6.036,9.38033,2014-05-16
628,HD 187123 b,150.0,0.523 Jupiters,7.832,1998,,,,,,,,,,,,,,,,,,
629,HD 187123 c,150.0,1.99 Jupiters,7.832,2008,GJ 667 C,7.2,0.05,,5.661,0.018,0.122,,,0.0,3650.0,,,,10.602,6.036,9.38033,2014-09-18
630,HD 18742 b,533.0,3.4 Jupiters,7.81,2011,,,,,,,,,,,,,,,,,,
631,HD 188015 b,166.0,1.5 Jupiters,8.234,2004,GJ 667 C,7.1999,0.050431,,5.6,0.018,0.15,,,0.0,3650.0,,,,10.602,6.036,9.38033,2014-09-18
632,HD 189733 b,65.0,1.13 Jupiters,7.67,2005,,,,,,,,,,,,,,,,,,
633,HD 190360 b,52.0,1.54 Jupiters,5.73,2003,GJ 667 C,28.143,0.125,,3.709,,0.133,,,0.0,3650.0,,,,10.602,6.036,9.38033,2014-09-18
634,HD 190360 c,52.0,19.069 Earths,5.73,2005,,,,,,,,,,,,,,,,,,
635,HD 190647 b,178.0,1.985 Jupiters,7.779,2007,GJ 667 C,28.155,0.123,,4.54,0.0143,0.27,,,0.0,,,,,10.602,6.036,9.38033,2014-05-16
636,HD 190984 b,485.0,3.1 Jupiters,8.76,2009,,,,,,,,,,,,,,,,,,
637,HD 191806 b,215.0,8.52 Jupiters,8.084,2016,GJ 667 C,28.1,0.12501,,4.1,0.013,0.27,,,0.0,3650.0,,,,10.602,6.036,9.38033,2014-09-18
638,HD 191939 b,174.0,11.6 Earths,8.963,2020,,,,,,,,,,,,,,,,,,
639,HD 191939 c,174.0,10.5 Earths,8.963,2020,GJ 676 A,1050.3,1.8,,1570.0,4.95,0.328,,,0.0,,,0.23,,9.58,5.825,8.86517,2014-05-14
640,HD 191939 d,174.0,10.1 Earths,8.963,2020,,,,,,,,,,,,,,,,,,
641,HD 192263 b,64.0,0.56 Jupiters,7.79,1999,GJ 676 A,1051.1,1.812,,2129.461,6.7,0.323,,,0.0,,,,,9.58,5.825,8.86517,2016-09-29
642,HD 192310 b,29.0,16.9 Earths,5.73,2011,,,,,,,,,,,,,,,,,,
643,HD 192310 c,29.0,24 Earths,5.73,2011,GJ 676 A,1056.8,1.82,,1557.301,4.9,0.326,,,0.0,,,,,9.58,5.825,8.86517,2014-05-16
644,HD 192699 b,235.0,2.096 Jupiters,6.44,2007,,,,,,,,,,,,,,,,,,
645,HD 195019 b,123.0,3.98 Jupiters,6.87,1998,GJ 676 A,3.6,0.0413,,4.4,0.014,0.15,,,0.0,,,0.23,,9.58,5.825,8.86517,2014-05-14
646,HD 196050 b,166.0,3.18 Jupiters,7.5,2002,,,,,,,,,,,,,,,,,,
647,HD 196067 b,130.0,6.9 Jupiters,6.03,2012,GJ 676 A,35.37,0.187,,11.5,0.036,0.24,,,0.0,,,0.23,,9.58,5.825,8.86517,2014-05-14
648,HD 196885 A b,112.0,2.58 Jupiters,6.398,2007,,,,,,,,,,,,,,,,,,
649,HD 197037 b,108.0,0.79 Jupiters,6.809,2012,GJ 687,38.14,0.16353,,18.394,0.058,0.04,,,0.0,3413.0,0.42,,,9.15,4.548,8.02754,2014-05-28
650,HD 19994 b,74.0,1.37 Jupiters,5.06,2003,,,,,,,,,,,,,,,,,,
651,HD 20003 b,143.0,11.66 Earths,8.39,2019,GJ 687,38.152,0.1658,,17.57591,0.0553,0.153,,,0.0,3561.3,0.4,0.063,4.86,9.15,4.548,8.02754,2021-06-28
652,HD 20003 c,143.0,14.44 Earths,8.39,2019,,,,,,,,,,,,,,,,,,
653,HD 200964 b,237.0,1.599 Jupiters,6.48,2010,GJ 687,38.14,0.17,,19.0698,0.06,0.04,,,0.0,3340.0,0.43,0.15,4.82,9.15,4.548,8.02754,2018-09-06
654,HD 200964 c,237.0,1.214 Jupiters,6.48,2010,,,,,,,,,,,,,,,,,,
